::1 - - [08/Jan/2019:13:56:41 +0000] "OPTIONS /access/init HTTP/1.1" 204 0 "http://localhost:2200/register" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15"
::1 - - [08/Jan/2019:13:56:41 +0000] "POST /access/init HTTP/1.1" 200 132 "http://localhost:2200/register" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15"
::1 - - [08/Jan/2019:13:56:41 +0000] "OPTIONS /verify/user/aanet66@gmail.com HTTP/1.1" 204 0 "http://localhost:2200/register" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15"
::1 - - [08/Jan/2019:13:56:41 +0000] "GET /verify/user/aanet66@gmail.com HTTP/1.1" 200 36 "http://localhost:2200/register" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15"
::1 - - [08/Jan/2019:13:56:41 +0000] "OPTIONS /register/user HTTP/1.1" 204 0 "http://localhost:2200/register" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15"
::1 - - [08/Jan/2019:13:56:53 +0000] "OPTIONS /access/init HTTP/1.1" 204 0 "http://localhost:2200/register" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15"
::1 - - [08/Jan/2019:13:56:53 +0000] "POST /access/init HTTP/1.1" 200 132 "http://localhost:2200/register" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15"
::1 - - [08/Jan/2019:13:56:53 +0000] "OPTIONS /verify/user/aanet66@gmail.com HTTP/1.1" 204 0 "http://localhost:2200/register" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15"
::1 - - [08/Jan/2019:13:56:53 +0000] "GET /verify/user/aanet66@gmail.com HTTP/1.1" 304 - "http://localhost:2200/register" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15"
::1 - - [08/Jan/2019:13:56:53 +0000] "OPTIONS /register/user HTTP/1.1" 204 0 "http://localhost:2200/register" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15"
::1 - - [08/Jan/2019:13:57:00 +0000] "OPTIONS /access/init HTTP/1.1" 204 0 "http://localhost:2200/register" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15"
::1 - - [08/Jan/2019:13:57:00 +0000] "POST /access/init HTTP/1.1" 200 132 "http://localhost:2200/register" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15"
::1 - - [08/Jan/2019:13:57:00 +0000] "OPTIONS /verify/user/aanet66@gmail.com HTTP/1.1" 204 0 "http://localhost:2200/register" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15"
::1 - - [08/Jan/2019:13:57:00 +0000] "GET /verify/user/aanet66@gmail.com HTTP/1.1" 304 - "http://localhost:2200/register" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15"
::1 - - [08/Jan/2019:13:57:00 +0000] "OPTIONS /register/user HTTP/1.1" 204 0 "http://localhost:2200/register" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0.2 Safari/605.1.15"
::1 - - [08/Jan/2019:13:57:49 +0000] "OPTIONS /access/init HTTP/1.1" 204 0 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.38 (KHTML, like Gecko) Version/11.0 Mobile/15A372 Safari/604.1"
::1 - - [08/Jan/2019:13:57:49 +0000] "POST /access/init HTTP/1.1" 200 132 "http://localhost:2200/register" "Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.38 (KHTML, like Gecko) Version/11.0 Mobile/15A372 Safari/604.1"
::1 - - [08/Jan/2019:13:57:49 +0000] "OPTIONS /verify/user/aanet66@gmail.com HTTP/1.1" 204 0 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.38 (KHTML, like Gecko) Version/11.0 Mobile/15A372 Safari/604.1"
::1 - - [08/Jan/2019:13:57:49 +0000] "GET /verify/user/aanet66@gmail.com HTTP/1.1" 200 36 "http://localhost:2200/register" "Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.38 (KHTML, like Gecko) Version/11.0 Mobile/15A372 Safari/604.1"
::1 - - [08/Jan/2019:13:57:49 +0000] "OPTIONS /register/user HTTP/1.1" 204 0 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 11_0 like Mac OS X) AppleWebKit/604.1.38 (KHTML, like Gecko) Version/11.0 Mobile/15A372 Safari/604.1"
